GAT1[0] PRI_INPUT (4469,423)
GAT158[71] PRI_INPUT (2610,0)
GAT161[72] PRI_INPUT (4234,0)
GAT164[73] PRI_INPUT (754,0)
GAT167[74] PRI_INPUT (116,0)
GAT170[75] PRI_INPUT (4469,1786)
GAT173[76] PRI_INPUT (4469,1034)
GAT176[77] PRI_INPUT (1102,3600)
GAT179[78] PRI_INPUT (4469,3525)
GAT182[79] PRI_INPUT (4469,3008)
GAT185[80] PRI_INPUT (580,0)
GAT188[81] PRI_INPUT (4469,799)
GAT191[82] PRI_INPUT (4469,141)
GAT194[83] PRI_INPUT (290,3600)
GAT197[84] PRI_INPUT (4469,2444)
GAT200[85] PRI_INPUT (4469,1316)
GAT203[86] PRI_INPUT (4469,94)
GAT206[87] PRI_INPUT (1218,3600)
GAT209[88] PRI_INPUT (4469,2585)
GAT210[89] PRI_INPUT (4469,705)
GAT217[90] PRI_INPUT (1044,3600)
GAT218[91] PRI_INPUT (2900,0)
GAT225[92] PRI_INPUT (4469,3055)
GAT226[93] PRI_INPUT (1276,0)
GAT233[94] PRI_INPUT (2088,0)
GAT234[95] PRI_INPUT (4469,3196)
GAT241[96] PRI_INPUT (3480,0)
GAT242[97] PRI_INPUT (4469,188)
GAT245[98] PRI_INPUT (4060,0)
GAT248[99] PRI_INPUT (696,0)
GAT251[100] PRI_INPUT (812,3600)
GAT254[101] PRI_INPUT (4469,2303)
GAT257[102] PRI_INPUT (638,3600)
GAT264[103] PRI_INPUT (4469,1739)
GAT265[104] PRI_INPUT (1566,0)
GAT272[105] PRI_INPUT (4469,1974)
GAT273[106] PRI_INPUT (4469,1833)
GAT280[107] PRI_INPUT (4176,0)
GAT281[108] PRI_INPUT (290,0)
GAT288[109] PRI_INPUT (4469,752)
GAT289[110] PRI_INPUT (2726,0)
GAT292[111] PRI_INPUT (2146,0)
GAT293[112] PRI_INPUT (3886,0)
GAT299[113] PRI_INPUT (4469,1363)
GAT302[114] PRI_INPUT (4469,3337)
GAT307[115] PRI_INPUT (232,3600)
GAT308[116] PRI_INPUT (3770,0)
GAT315[117] PRI_INPUT (522,0)
GAT316[118] PRI_INPUT (870,0)
GAT323[119] PRI_INPUT (1972,0)
GAT324[120] PRI_INPUT (348,3600)
GAT331[121] PRI_INPUT (1044,0)
GAT332[122] PRI_INPUT (4469,1081)
GAT335[123] PRI_INPUT (3596,0)
GAT338[124] PRI_INPUT (2262,0)
GAT341[125] PRI_INPUT (4469,0)
GAT348[126] PRI_INPUT (4469,846)
GAT351[127] PRI_INPUT (4350,0)
GAT358[128] PRI_INPUT (4469,1269)
GAT361[129] PRI_INPUT (4469,2021)
GAT366[130] PRI_INPUT (4469,1880)
GAT369[131] PRI_INPUT (1798,0)
GAT372[132] PRI_INPUT (0,3600)
GAT373[133] PRI_INPUT (3016,0)
GAT374[134] PRI_INPUT (638,0)
GAT386[135] PRI_INPUT (754,3600)
GAT389[136] PRI_INPUT (4469,2491)
GAT400[137] PRI_INPUT (464,3600)
GAT411[138] PRI_INPUT (4469,1551)
GAT422[139] PRI_INPUT (4292,0)
GAT435[140] PRI_INPUT (4469,2961)
GAT446[141] PRI_INPUT (4469,1645)
GAT457[142] PRI_INPUT (1914,0)
GAT468[143] PRI_INPUT (3364,0)
GAT479[144] PRI_INPUT (4469,2914)
GAT490[145] PRI_INPUT (1740,0)
GAT503[146] PRI_INPUT (4469,1222)
GAT514[147] PRI_INPUT (1392,0)
GAT523[148] PRI_INPUT (928,3600)
GAT534[149] PRI_INPUT (2030,0)
GAT545[150] PRI_INPUT (1334,0)
GAT549[151] PRI_INPUT (4469,517)
GAT552[152] PRI_INPUT (4118,0)
GAT556[153] PRI_INPUT (4469,2256)
GAT559[154] PRI_INPUT (4469,1410)
GAT562[155] PRI_INPUT (1160,3600)
GAT1497[156] PRI_INPUT (58,3600)
GAT1689[157] PRI_INPUT (4469,3290)
GAT1690[158] PRI_INPUT (3944,0)
GAT1691[159] PRI_INPUT (464,0)
GAT1694[160] PRI_INPUT (522,3600)
GAT2174[161] PRI_INPUT (4469,987)
GAT2358[162] PRI_INPUT (4469,282)
GAT2824[163] PRI_INPUT (174,0)
GAT3173[164] PRI_INPUT (3654,0)
GAT3546[165] PRI_INPUT (4469,2068)
GAT3548[166] PRI_INPUT (4469,376)
GAT3550[167] PRI_INPUT (4469,2820)
GAT3552[168] PRI_INPUT (4469,470)
GAT3717[169] PRI_INPUT (4469,1927)
GAT3724[170] PRI_INPUT (1450,3600)
GAT4087[171] PRI_INPUT (4469,2867)
GAT4088[172] PRI_INPUT (870,3600)
GAT4089[173] PRI_INPUT (4469,3149)
GAT4090[174] PRI_INPUT (1334,3600)
GAT4091[175] PRI_INPUT (3538,0)
GAT4092[176] PRI_INPUT (1450,0)
GAT4115[177] PRI_INPUT (348,0)
GAT594[224] nota0 (1245,700)~0ns  Buffer_GAT545[150]_0_GAT594[224]{394}~1.07031e-09ns 
GAT599[269] nota0 (4392,1000)~0ns  GAT348[126]{231}~4.94277e-10ns 
GAT600[259] nota0 (3830,1800)~0ns  Buffer_GAT366[130]_0_GAT600[259]{359}~1.01177e-09ns 
GAT849[219] nota0 (4070,400)~0ns  Buffer_GAT552[152]_0_GAT849[219]{224}~7.81595e-10ns 
GAT850[217] nota0 (1154,3200)~0ns  Buffer_GAT562[155]_0_GAT850[217]{203}~7.45281e-10ns 
GAT601[220] no2a0 (1299,1800)~1.50553e-09ns  Buffer_GAT850[217]_2_GAT601[220]{386}~1.05697e-09ns  Buffer_GAT849[219]_9_GAT601[220]{379}~1.04528e-09ns 
GAT602[222] nota0 (92,500)~0ns  Buffer_GAT549[151]_9_GAT602[222]{399}~1.07863e-09ns 
GAT611[275] nota0 (231,2400)~0ns  Buffer_GAT338[124]_10_GAT611[275]{369}~1.02855e-09ns 
GAT612[263] nota0 (3208,3400)~0ns  Buffer_GAT358[128]_7_GAT612[263]{376}~1.04027e-09ns 
n311 nota0 (3403,1800)~0ns  Buffer_GAT141[65]_3_n311{332}~9.66278e-10ns 
n312 nota0 (4430,1400)~0ns  GAT145[66]{264}~5.29634e-10ns 
GAT810[356] no2a0 (3416,1800)~1.50553e-09ns  Buffer_n312_2_GAT810[356]{353}~1.00169e-09ns  n311{13}~4.18116e-10ns 
GAT848[330] nota0 (2623,2000)~0ns  Buffer_GAT245[98]_7_GAT848[330]{381}~1.04862e-09ns 
GAT851[218] nota0 (1310,900)~0ns  Buffer_GAT559[154]_8_GAT851[218]{366}~1.02352e-09ns 
n316 nota0 (41,400)~0ns  Buffer_GAT1[0]_10_n316{370}~1.03022e-09ns 
n317 nota0 (2771,0)~0ns  GAT373[133]{245}~5.09301e-10ns 
GAT634[665] no2a0 (1,100)~1.50553e-09ns  Buffer_n317_6_GAT634[665]{358}~1.01009e-09ns  n316{340}~9.79788e-10ns 
n319 nota0 (3290,100)~0ns  Buffer_GAT136[62]_3_n319{376}~1.04027e-09ns 
GAT815[627] no2a0 (3325,3400)~1.50553e-09ns  Buffer_GAT3173[164]_8_GAT815[627]{372}~1.03357e-09ns  Buffer_n319_7_GAT815[627]{370}~1.03022e-09ns 
n321 nota0 (418,900)~0ns  Buffer_GAT2824[163]_1_n321{381}~1.04862e-09ns 
GAT845[845] na2a0 (379,1000)~1.50553e-09ns  n321{139}~6.3425e-10ns  Buffer_GAT27[10]_13_GAT845[845]{375}~1.03859e-09ns 
GAT847[465] na2a0 (3650,3200)~1.50553e-09ns  Buffer_GAT556[153]_3_GAT847[465]{352}~1.00001e-09ns  Buffer_GAT386[135]_7_GAT847[465]{366}~1.02352e-09ns 
GAT809[655] na2a0 (4301,1500)~1.50553e-09ns  GAT31[11]{172}~4.30667e-10ns  Buffer_GAT27[10]_2_GAT809[655]{301}~9.13687e-10ns 
n325 nota0 (3416,1500)~0ns  Buffer_GAT809[655]_1_n325{295}~9.03466e-10ns 
GAT656[621] na2a0 (3780,1700)~1.50553e-09ns  Buffer_n325_0_GAT656[621]{282}~8.81275e-10ns  Buffer_GAT140[64]_0_GAT656[621]{348}~9.93273e-10ns 
GAT593[733] nota0 (2351,3300)~0ns  Buffer_GAT299[113]_9_GAT593[733]{368}~1.02687e-09ns 
n328 nota0 (161,0)~0ns  GAT87[33]{161}~4.18776e-10ns 
n329 na2a0 (547,100)~1.50553e-09ns  Buffer_GAT2358[162]_9_n329{373}~1.03525e-09ns  Buffer_n328_0_n329{243}~8.1436e-10ns 
n330 no2a0 (4378,1600)~1.50553e-09ns  Buffer_GAT2358[162]_2_n330{352}~1.00001e-09ns  GAT86[32]{93}~3.45371e-10ns 
n331 no2a0 (3325,1500)~1.50553e-09ns  Buffer_n330_1_n331{384}~1.05363e-09ns  Buffer_GAT809[655]_1_n331{325}~9.54435e-10ns 
GAT636[1280] na2a0 (547,400)~1.50553e-09ns  Buffer_n331_8_GAT636[1280]{387}~1.05864e-09ns  n329{300}~9.11985e-10ns 
n333 nota0 (1245,3400)~0ns  GAT34[12]{231}~4.94277e-10ns 
n334 na2a0 (1198,2800)~1.50553e-09ns  Buffer_GAT2358[162]_13_n334{385}~1.0553e-09ns  Buffer_n333_0_n334{323}~9.51048e-10ns 
n335 no2a0 (3143,500)~1.50553e-09ns  Buffer_GAT2358[162]_2_n335{386}~1.05697e-09ns  Buffer_GAT88[34]_0_n335{331}~9.64587e-10ns 
n336 no2a0 (2909,2600)~1.50553e-09ns  Buffer_n335_4_n336{389}~1.06198e-09ns  Buffer_GAT809[655]_5_n336{356}~1.00673e-09ns 
GAT704[1281] na2a0 (1107,2800)~1.50553e-09ns  Buffer_n336_4_GAT704[1281]{333}~9.67968e-10ns  n334{91}~5.51122e-10ns 
GAT820[1283] na2a0 (2731,100)~1.50553e-09ns  Buffer_n325_4_GAT820[1283]{347}~9.91589e-10ns  Buffer_GAT83[31]_5_GAT820[1283]{346}~9.89904e-10ns 
n339 nota0 (2365,0)~0ns  GAT24[7]{161}~4.18776e-10ns 
n340 no2a0 (3303,100)~1.50553e-09ns  Buffer_GAT2358[162]_2_n340{337}~9.74725e-10ns  Buffer_n339_1_n340{346}~9.89904e-10ns 
n341 na2a0 (3095,100)~1.50553e-09ns  Buffer_GAT2358[162]_2_n341{389}~1.06198e-09ns  Buffer_GAT25[8]_2_n341{334}~9.69658e-10ns 
n342 na2a0 (3199,100)~1.50553e-09ns  n341{104}~5.73585e-10ns  Buffer_n325_3_n342{323}~9.51048e-10ns 
n343 no2a0 (3277,200)~1.50553e-09ns  n342{178}~7.01948e-10ns  n340{126}~6.11695e-10ns 
GAT639[1275] no2a0 (3598,1800)~1.50553e-09ns  Buffer_n343_3_GAT639[1275]{384}~1.05363e-09ns  n311{195}~7.31425e-10ns 
n345 nota0 (4132,400)~0ns  Buffer_GAT26[9]_0_n345{265}~8.52167e-10ns 
n346 no2a0 (4091,500)~1.50553e-09ns  Buffer_GAT2358[162]_0_n346{298}~9.08578e-10ns  n345{141}~6.37722e-10ns 
n347 na2a0 (4272,400)~1.50553e-09ns  GAT2358[162]{315}~5.83835e-10ns  GAT81[29]{268}~5.33906e-10ns 
n348 na2a0 (4181,400)~1.50553e-09ns  n347{91}~5.51122e-10ns  Buffer_n325_3_n348{373}~1.03525e-09ns 
n349 no2a0 (4182,500)~1.50553e-09ns  n348{101}~5.68397e-10ns  n346{91}~5.51122e-10ns 
GAT673[1276] no2a0 (3725,1800)~1.50553e-09ns  Buffer_n349_3_GAT673[1276]{351}~9.98323e-10ns  n311{322}~9.49354e-10ns 
n351 nota0 (1379,0)~0ns  GAT79[27]{393}~6.65516e-10ns 
n352 no2a0 (1821,100)~1.50553e-09ns  Buffer_GAT2358[162]_6_n352{353}~1.00169e-09ns  Buffer_n351_0_n352{271}~8.62452e-10ns 
n353 na2a0 (1912,100)~1.50553e-09ns  Buffer_GAT2358[162]_5_n353{391}~1.06531e-09ns  Buffer_GAT23[6]_1_n353{361}~1.01513e-09ns 
n354 na2a0 (1912,200)~1.50553e-09ns  n353{100}~5.66668e-10ns  Buffer_n325_6_n354{350}~9.9664e-10ns 
n355 no2a0 (1821,200)~1.50553e-09ns  n354{91}~5.51122e-10ns  n352{100}~5.66668e-10ns 
GAT707[1277] no2a0 (1756,300)~1.50553e-09ns  n355{165}~6.79387e-10ns  Buffer_n311_6_GAT707[1277]{393}~1.06864e-09ns 
n357 nota0 (3351,0)~0ns  GAT82[30]{103}~3.56133e-10ns 
n358 no2a0 (3368,200)~1.50553e-09ns  Buffer_GAT2358[162]_1_n358{394}~1.07031e-09ns  n357{217}~7.69501e-10ns 
n359 na2a0 (3394,100)~1.50553e-09ns  Buffer_GAT2358[162]_2_n359{314}~9.35786e-10ns  Buffer_GAT80[28]_1_n359{372}~1.03357e-09ns 
n360 na2a0 (3485,100)~1.50553e-09ns  n359{91}~5.51122e-10ns  Buffer_n325_2_n360{367}~1.0252e-09ns 
n361 no2a0 (3507,500)~1.50553e-09ns  Buffer_n360_0_n361{211}~7.59126e-10ns  Buffer_n358_0_n361{219}~7.72958e-10ns 
GAT715[1278] no2a0 (3507,1800)~1.50553e-09ns  Buffer_n361_2_GAT715[1278]{325}~9.54435e-10ns  n311{104}~5.73585e-10ns 
n363 nota0 (4353,1900)~0ns  Buffer_GAT254[101]_0_n363{259}~8.41871e-10ns 
n364 no2a0 (1674,1400)~1.50553e-09ns  Buffer_GAT308[116]_7_n364{388}~1.06031e-09ns  Buffer_n363_6_n364{397}~1.0753e-09ns 
n365 nota0 (1211,1600)~0ns  Buffer_GAT479[144]_10_n365{381}~1.04862e-09ns 
n366 na2a0 (1466,1300)~1.50553e-09ns  Buffer_GAT308[116]_8_n366{360}~1.01345e-09ns  Buffer_GAT242[97]_9_n366{374}~1.03692e-09ns 
n367 na2a0 (1492,1400)~1.50553e-09ns  n366{126}~6.11695e-10ns  Buffer_n365_0_n367{240}~8.09193e-10ns 
n368 no2a0 (1583,1400)~1.50553e-09ns  n367{91}~5.51122e-10ns  n364{91}~5.51122e-10ns 
n369 nota0 (1453,1300)~0ns  Buffer_GAT308[116]_8_n369{361}~1.01513e-09ns 
n370 no2a0 (1310,1500)~1.50553e-09ns  n369{343}~9.84848e-10ns  Buffer_GAT248[99]_4_n370{352}~1.00001e-09ns 
n371 nota0 (2459,400)~0ns  Buffer_GAT251[100]_11_n371{372}~1.03357e-09ns 
n372 na2a0 (1401,1400)~1.50553e-09ns  n369{152}~6.56818e-10ns  Buffer_n371_4_n372{343}~9.84848e-10ns 
n373 na2a0 (1401,1500)~1.50553e-09ns  n372{100}~5.66668e-10ns  Buffer_GAT479[144]_10_n373{373}~1.03525e-09ns 
n374 no2a0 (1492,1500)~1.50553e-09ns  n373{91}~5.51122e-10ns  n370{182}~7.08887e-10ns 
n375 no2a0 (1583,1500)~1.50553e-09ns  n374{91}~5.51122e-10ns  n368{100}~5.66668e-10ns 
n376 nota0 (1845,1600)~0ns  n375{362}~1.01681e-09ns 
n377 nota0 (1271,400)~0ns  Buffer_GAT514[147]_0_n377{260}~8.43588e-10ns 
n378 no2a0 (2302,300)~1.50553e-09ns  Buffer_GAT3552[168]_4_n378{389}~1.06198e-09ns  Buffer_n377_1_n378{377}~1.04194e-09ns 
n379 nota0 (4418,1500)~0ns  Buffer_GAT3546[165]_0_n379{309}~9.27294e-10ns 
n380 no2a0 (2120,300)~1.50553e-09ns  Buffer_n379_7_n380{388}~1.06031e-09ns  Buffer_GAT514[147]_1_n380{342}~9.83162e-10ns 
n381 no2a0 (2211,300)~1.50553e-09ns  n380{91}~5.51122e-10ns  n378{91}~5.51122e-10ns 
n382 nota0 (1890,1100)~0ns  Buffer_GAT242[97]_7_n382{387}~1.05864e-09ns 
n383 nota0 (1895,1200)~0ns  Buffer_GAT293[112]_6_n383{398}~1.07696e-09ns 
n384 no2a0 (1778,1000)~1.50553e-09ns  n383{317}~9.40877e-10ns  n382{212}~7.60856e-10ns 
n385 no2a0 (1960,1000)~1.50553e-09ns  Buffer_GAT293[112]_6_n385{365}~1.02184e-09ns  Buffer_n363_7_n385{365}~1.02184e-09ns 
n386 no2a0 (1869,1000)~1.50553e-09ns  n385{91}~5.51122e-10ns  n384{91}~5.51122e-10ns 
n387 nota0 (1921,1300)~0ns  n386{352}~1.00001e-09ns 
n388 no2a0 (1947,1400)~1.50553e-09ns  n387{126}~6.11695e-10ns  Buffer_n381_2_n388{341}~9.81475e-10ns 
n389 nota0 (2040,1700)~0ns  Buffer_GAT248[99]_6_n389{380}~1.04695e-09ns 
n390 nota0 (2027,1700)~0ns  Buffer_GAT361[129]_5_n390{394}~1.07031e-09ns 
n391 no2a0 (2053,1700)~1.50553e-09ns  n390{26}~4.3999e-10ns  n389{13}~4.18116e-10ns 
n392 no2a0 (2235,1700)~1.50553e-09ns  Buffer_GAT361[129]_5_n392{365}~1.02184e-09ns  Buffer_n371_2_n392{381}~1.04862e-09ns 
n393 no2a0 (2144,1700)~1.50553e-09ns  n392{91}~5.51122e-10ns  n391{91}~5.51122e-10ns 
n394 nota0 (2209,1800)~0ns  Buffer_GAT302[114]_8_n394{379}~1.04528e-09ns 
n395 no2a0 (2027,1800)~1.50553e-09ns  n394{182}~7.08887e-10ns  n389{113}~5.89164e-10ns 
n396 no2a0 (2222,1800)~1.50553e-09ns  Buffer_GAT302[114]_8_n396{378}~1.04361e-09ns  Buffer_n371_3_n396{327}~9.57821e-10ns 
n397 no2a0 (2118,1800)~1.50553e-09ns  n396{104}~5.73585e-10ns  n395{91}~5.51122e-10ns 
n398 no2a0 (1947,1500)~1.50553e-09ns  Buffer_n397_0_n398{235}~8.00576e-10ns  n393{397}~1.0753e-09ns 
n399 na3a0 (1778,1500)~2.42708e-09ns  n398{169}~6.8633e-10ns  n388{269}~8.59025e-10ns  n376{167}~6.82858e-10ns 
n400 no2a0 (2549,100)~1.50553e-09ns  Buffer_GAT3548[166]_4_n400{366}~1.02352e-09ns  Buffer_GAT351[127]_3_n400{380}~1.04695e-09ns 
n401 nota0 (1727,0)~0ns  GAT534[149]{303}~5.71135e-10ns 
n402 na2a0 (2276,200)~1.50553e-09ns  Buffer_n379_7_n402{382}~1.05029e-09ns  Buffer_GAT351[127]_4_n402{379}~1.04528e-09ns 
n403 na2a0 (2276,100)~1.50553e-09ns  n402{100}~5.66668e-10ns  Buffer_n401_0_n403{324}~9.52742e-10ns 
n404 no2a0 (2458,100)~1.50553e-09ns  n403{182}~7.08887e-10ns  n400{91}~5.51122e-10ns 
n405 nota0 (1856,500)~0ns  Buffer_GAT351[127]_6_n405{374}~1.03692e-09ns 
n406 nota0 (4168,400)~0ns  GAT3552[168]{371}~6.42633e-10ns 
n407 no2a0 (2393,300)~1.50553e-09ns  Buffer_n406_3_n407{375}~1.03859e-09ns  Buffer_n405_0_n407{368}~1.02687e-09ns 
n408 na2a0 (2185,400)~1.50553e-09ns  Buffer_GAT3550[167]_10_n408{392}~1.06698e-09ns  Buffer_n405_0_n408{214}~7.64315e-10ns 
n409 na2a0 (2185,200)~1.50553e-09ns  n408{200}~7.40086e-10ns  GAT534[149]{355}~6.25914e-10ns 
n410 no2a0 (2367,200)~1.50553e-09ns  n409{182}~7.08887e-10ns  n407{126}~6.11695e-10ns 
n411 no2a0 (2458,200)~1.50553e-09ns  n410{91}~5.51122e-10ns  n404{100}~5.66668e-10ns 
n412 no2a0 (2094,400)~1.50553e-09ns  Buffer_GAT3548[166]_4_n412{399}~1.07863e-09ns  Buffer_GAT324[120]_11_n412{380}~1.04695e-09ns 
n413 nota0 (907,900)~0ns  Buffer_GAT503[146]_8_n413{388}~1.06031e-09ns 
n414 na2a0 (2029,300)~1.50553e-09ns  Buffer_n379_7_n414{398}~1.07696e-09ns  Buffer_GAT324[120]_11_n414{383}~1.05196e-09ns 
n415 na2a0 (1938,300)~1.50553e-09ns  n414{91}~5.51122e-10ns  Buffer_n413_3_n415{326}~9.56128e-10ns 
n416 no2a0 (2003,400)~1.50553e-09ns  n415{165}~6.79387e-10ns  n412{91}~5.51122e-10ns 
n417 nota0 (1206,900)~0ns  Buffer_GAT324[120]_7_n417{395}~1.07197e-09ns 
n418 no2a0 (2272,600)~1.50553e-09ns  Buffer_n406_4_n418{349}~9.94957e-10ns  Buffer_n417_2_n418{341}~9.81475e-10ns 
n419 na2a0 (2272,700)~1.50553e-09ns  Buffer_GAT3550[167]_9_n419{392}~1.06698e-09ns  Buffer_n417_2_n419{316}~9.39181e-10ns 
n420 na2a0 (2181,700)~1.50553e-09ns  n419{91}~5.51122e-10ns  Buffer_GAT503[146]_6_n420{351}~9.98323e-10ns 
n421 no2a0 (2181,600)~1.50553e-09ns  n420{100}~5.66668e-10ns  n418{91}~5.51122e-10ns 
n422 no2a0 (2103,500)~1.50553e-09ns  n421{178}~7.01948e-10ns  n416{200}~7.40086e-10ns 
n423 no2a0 (2090,600)~1.50553e-09ns  n422{113}~5.89164e-10ns  Buffer_n411_0_n423{384}~1.05363e-09ns 
n424 no2a0 (1648,1300)~1.50553e-09ns  Buffer_GAT316[118]_4_n424{346}~9.89904e-10ns  Buffer_n363_7_n424{367}~1.0252e-09ns 
n425 nota0 (933,1100)~0ns  Buffer_GAT490[145]_3_n425{381}~1.04862e-09ns 
n426 na2a0 (1557,1300)~1.50553e-09ns  Buffer_GAT316[118]_3_n426{397}~1.0753e-09ns  Buffer_GAT242[97]_9_n426{365}~1.02184e-09ns 
n427 na2a0 (1518,1200)~1.50553e-09ns  n426{139}~6.3425e-10ns  Buffer_n425_0_n427{342}~9.83162e-10ns 
n428 no2a0 (1609,1200)~1.50553e-09ns  n427{91}~5.51122e-10ns  n424{139}~6.3425e-10ns 
n429 nota0 (1583,1000)~0ns  Buffer_GAT316[118]_3_n429{342}~9.83162e-10ns 
n430 no2a0 (1596,1100)~1.50553e-09ns  n429{113}~5.89164e-10ns  Buffer_GAT248[99]_4_n430{333}~9.67968e-10ns 
n431 na2a0 (1596,1000)~1.50553e-09ns  n429{13}~4.18116e-10ns  Buffer_n371_2_n431{365}~1.02184e-09ns 
n432 na2a0 (1687,1000)~1.50553e-09ns  n431{91}~5.51122e-10ns  Buffer_GAT490[145]_1_n432{351}~9.98323e-10ns 
n433 no2a0 (1687,1100)~1.50553e-09ns  n432{100}~5.66668e-10ns  n430{91}~5.51122e-10ns 
n434 no2a0 (1700,1200)~1.50553e-09ns  n433{113}~5.89164e-10ns  n428{91}~5.51122e-10ns 
n435 nota0 (1791,1200)~0ns  n434{91}~5.51122e-10ns 
n436 no2a0 (2549,200)~1.50553e-09ns  Buffer_GAT3548[166]_4_n436{349}~9.94957e-10ns  Buffer_GAT341[125]_4_n436{353}~1.00169e-09ns 
n437 nota0 (1258,600)~0ns  Buffer_GAT523[148]_7_n437{370}~1.03022e-09ns 
n438 na2a0 (2575,300)~1.50553e-09ns  Buffer_n379_6_n438{380}~1.04695e-09ns  Buffer_GAT341[125]_4_n438{365}~1.02184e-09ns 
n439 na2a0 (2484,300)~1.50553e-09ns  n438{91}~5.51122e-10ns  Buffer_n437_2_n439{381}~1.04862e-09ns 
n440 no2a0 (2480,400)~1.50553e-09ns  n439{104}~5.73585e-10ns  n436{269}~8.59025e-10ns 
n441 nota0 (1882,500)~0ns  Buffer_GAT341[125]_6_n441{385}~1.0553e-09ns 
n442 no2a0 (1908,700)~1.50553e-09ns  Buffer_n406_5_n442{365}~1.02184e-09ns  n441{226}~7.85049e-10ns 
n443 na2a0 (1908,600)~1.50553e-09ns  Buffer_GAT3550[167]_10_n443{398}~1.07696e-09ns  n441{126}~6.11695e-10ns 
n444 na2a0 (1817,600)~1.50553e-09ns  n443{91}~5.51122e-10ns  Buffer_GAT523[148]_8_n444{388}~1.06031e-09ns 
n445 no2a0 (1817,700)~1.50553e-09ns  n444{100}~5.66668e-10ns  n442{91}~5.51122e-10ns 
n446 no2a0 (1999,700)~1.50553e-09ns  n445{182}~7.08887e-10ns  Buffer_n440_0_n446{390}~1.06364e-09ns 
n447 nota0 (2025,1100)~0ns  Buffer_n446_0_n447{213}~7.62585e-10ns 
n448 na3a0 (1908,1200)~2.42708e-09ns  n447{217}~7.69501e-10ns  n435{117}~5.96093e-10ns  Buffer_n423_0_n448{391}~1.06531e-09ns 
GAT598[1623] no2a0 (1765,1400)~1.50553e-09ns  n448{343}~9.84848e-10ns  n399{113}~5.89164e-10ns 
n450 no2a0 (2848,300)~1.50553e-09ns  Buffer_GAT3548[166]_3_n450{339}~9.78101e-10ns  GAT218[91]{352}~6.22772e-10ns 
n451 nota0 (3208,600)~0ns  Buffer_GAT468[143]_0_n451{378}~1.04361e-09ns 
